GeneId:START_ID(Gene),Relation:TYPE,ProteinId:END_ID(Protein),RelationName
5229,GeneToProtein,P53609,Code
114770,GeneToProtein,Q96PD5,Code
5875,GeneToProtein,Q92696,Code
114771,GeneToProtein,Q96LB9,Code
57115,GeneToProtein,Q96LB8,Code
1634,GeneToProtein,P07585,Code
116154,GeneToProtein,Q96KR7,Code
5053,GeneToProtein,P00439,Code
5876,GeneToProtein,P53611,Code
80262,GeneToProtein,Q9BSU1,Code
51808,GeneToProtein,Q9H814,Code
65979,GeneToProtein,Q8IZ21,Code
221692,GeneToProtein,Q9C0D0,Code
55824,GeneToProtein,Q9NWQ8,Code
1911,GeneToProtein,P78364,Code
9749,GeneToProtein,O75167,Code
11331,GeneToProtein,Q99623,Code
1912,GeneToProtein,Q8IXK0,Code
5245,GeneToProtein,P35232,Code
5251,GeneToProtein,P78562,Code
80012,GeneToProtein,Q8NDX5,Code
26147,GeneToProtein,Q5T6S3,Code
55274,GeneToProtein,Q8WUB8,Code
5260,GeneToProtein,Q16816,Code
23469,GeneToProtein,Q92576,Code
644844,GeneToProtein,C9JFL3,Code
51131,GeneToProtein,Q9UIL8,Code
84457,GeneToProtein,Q96FC7,Code
5252,GeneToProtein,O43189,Code
5261,GeneToProtein,P15735,Code
84844,GeneToProtein,Q7RTV0,Code
57649,GeneToProtein,Q96QT6,Code
23612,GeneToProtein,Q9Y5J5,Code
51230,GeneToProtein,Q9BVI0,Code
55023,GeneToProtein,Q8WWQ0,Code
148479,GeneToProtein,Q86YI8,Code
23239,GeneToProtein,O60346,Code
22822,GeneToProtein,Q8WV24,Code
84295,GeneToProtein,Q8IWS0,Code
23187,GeneToProtein,Q86UU1,Code
79142,GeneToProtein,Q9BUL5,Code
2822,GeneToProtein,P80108,Code
7262,GeneToProtein,Q53GA4,Code
9678,GeneToProtein,O94880,Code
23035,GeneToProtein,Q6ZVD8,Code
23349,GeneToProtein,Q9UPV7,Code
51533,GeneToProtein,Q9BWX1,Code
90102,GeneToProtein,Q86SQ0,Code
653583,GeneToProtein,Q6NSJ2,Code
5082,GeneToProtein,Q13371,Code
5253,GeneToProtein,O75151,Code
23133,GeneToProtein,Q9UPP1,Code
162466,GeneToProtein,Q8TCT1,Code
493911,GeneToProtein,Q8TCD6,Code
25843,GeneToProtein,Q9Y3A3,Code
5132,GeneToProtein,P20941,Code
29085,GeneToProtein,Q9NRX4,Code
84105,GeneToProtein,Q9H0N5,Code
57661,GeneToProtein,Q9P1Y6,Code
5092,GeneToProtein,P61457,Code
401,GeneToProtein,O14813,Code
8929,GeneToProtein,Q99453,Code
9796,GeneToProtein,Q92561,Code
10745,GeneToProtein,Q9UMS5,Code
57157,GeneToProtein,Q8N3S3,Code
254295,GeneToProtein,Q5SRE7,Code
51050,GeneToProtein,O43692,Code
221476,GeneToProtein,Q6UXB8,Code
79837,GeneToProtein,Q8TBX8,Code
30849,GeneToProtein,Q99570,Code
728233,GeneToProtein,Q8N8J0,Code
375133,GeneToProtein,A4QPH2,Code
196500,GeneToProtein,Q8IYJ0,Code
5739,GeneToProtein,P43119,Code
8394,GeneToProtein,Q99755,Code
23533,GeneToProtein,Q8WYR1,Code
10464,GeneToProtein,Q8WXW3,Code
80119,GeneToProtein,Q9H611,Code
5297,GeneToProtein,P42356,Code
8554,GeneToProtein,O75925,Code
146850,GeneToProtein,Q5UE93,Code
138429,GeneToProtein,Q5T9C9,Code
8395,GeneToProtein,O14986,Code
27124,GeneToProtein,Q15735,Code
9780,GeneToProtein,Q92508,Code
5305,GeneToProtein,P48426,Code
9063,GeneToProtein,O75928,Code
8301,GeneToProtein,Q13492,Code
23396,GeneToProtein,O60331,Code
55367,GeneToProtein,Q9HB75,Code
63895,GeneToProtein,Q9H5I5,Code
8396,GeneToProtein,P78356,Code
5298,GeneToProtein,Q9UBF8,Code
10401,GeneToProtein,Q9Y6X2,Code
5277,GeneToProtein,P37287,Code
9463,GeneToProtein,Q9NRD5,Code
23556,GeneToProtein,O95427,Code
51588,GeneToProtein,Q8N2W9,Code
80235,GeneToProtein,Q86VD9,Code
5281,GeneToProtein,Q07326,Code
9487,GeneToProtein,Q9Y2B2,Code
55650,GeneToProtein,Q9NUD9,Code
84720,GeneToProtein,Q8TEQ8,Code
9488,GeneToProtein,Q92521,Code
5284,GeneToProtein,P01833,Code
55011,GeneToProtein,Q9NWS0,Code
54872,GeneToProtein,Q5H8A4,Code
51227,GeneToProtein,P57054,Code
284098,GeneToProtein,Q7Z7B1,Code
93183,GeneToProtein,Q9H3S5,Code
5283,GeneToProtein,Q14442,Code
54965,GeneToProtein,Q8TBF5,Code
120379,GeneToProtein,Q8WWB5,Code
94005,GeneToProtein,Q96S52,Code
5279,GeneToProtein,Q92535,Code
9091,GeneToProtein,Q9BRB3,Code
84992,GeneToProtein,Q3MUY2,Code
29992,GeneToProtein,Q9UKJ1,Code
51604,GeneToProtein,Q969N2,Code
29990,GeneToProtein,Q9UKJ0,Code
128869,GeneToProtein,Q9H490,Code
5292,GeneToProtein,P11309,Code
11040,GeneToProtein,Q9P1W9,Code
415116,GeneToProtein,Q86V86,Code
5110,GeneToProtein,P22061,Code
54478,GeneToProtein,Q9BSJ6,Code
5303,GeneToProtein,Q9Y237,Code
101928527,GeneToProtein,A0A0B4J2F0,Code
5300,GeneToProtein,Q13526,Code
5411,GeneToProtein,Q9H307,Code
54984,GeneToProtein,Q96BK5,Code
5304,GeneToProtein,P12273,Code
5306,GeneToProtein,Q00169,Code
80011,GeneToProtein,Q9GZU8,Code
23760,GeneToProtein,P48739,Code
145788,GeneToProtein,H3BRN8,Code
65018,GeneToProtein,Q9BXM7,Code
644139,GeneToProtein,P0C851,Code
57095,GeneToProtein,Q9GZP4,Code
266971,GeneToProtein,A2A3N6,Code
55124,GeneToProtein,Q8TC59,Code
5308,GeneToProtein,Q99697,Code
9600,GeneToProtein,O00562,Code
26207,GeneToProtein,Q9UKF7,Code
138162,GeneToProtein,Q5BN46,Code
8544,GeneToProtein,O00625,Code
440822,GeneToProtein,Q7Z3Z3,Code
390940,GeneToProtein,A6NC86,Code
57605,GeneToProtein,Q9BZ72,Code
5309,GeneToProtein,O75364,Code
5301,GeneToProtein,O15428,Code
55003,GeneToProtein,Q9NWT1,Code
143689,GeneToProtein,Q7Z3Z4,Code
5449,GeneToProtein,P28069,Code
83394,GeneToProtein,Q9BZ71,Code
168507,GeneToProtein,Q8TDX9,Code
9271,GeneToProtein,Q96J94,Code
5307,GeneToProtein,P78337,Code
23761,GeneToProtein,Q9UG56,Code
9033,GeneToProtein,Q9P0L9,Code
114780,GeneToProtein,Q7Z442,Code
64219,GeneToProtein,Q8NG27,Code
5290,GeneToProtein,P42336,Code
342372,GeneToProtein,Q7Z443,Code
27039,GeneToProtein,Q9NZM6,Code
9867,GeneToProtein,O43164,Code
54477,GeneToProtein,Q9HAU0,Code
91461,GeneToProtein,Q504Y2,Code
22874,GeneToProtein,Q9Y2H5,Code
5291,GeneToProtein,P42338,Code
10343,GeneToProtein,Q9NTG1,Code
57449,GeneToProtein,O94827,Code
153478,GeneToProtein,Q96PX9,Code
494513,GeneToProtein,Q0ZLH3,Code
93035,GeneToProtein,Q86WI1,Code
5289,GeneToProtein,Q8NEB9,Code
144100,GeneToProtein,Q6IQ23,Code
80301,GeneToProtein,Q8TD55,Code
5310,GeneToProtein,P98161,Code
5314,GeneToProtein,P08F94,Code
5293,GeneToProtein,O00329,Code
59338,GeneToProtein,Q9HB21,Code
55200,GeneToProtein,Q3KR16,Code
9842,GeneToProtein,Q9Y4G2,Code
79949,GeneToProtein,Q5SXH7,Code
84725,GeneToProtein,Q96JA3,Code
440107,GeneToProtein,Q6ZR37,Code
59339,GeneToProtein,Q9HB19,Code
5583,GeneToProtein,C0HM02,Code
57475,GeneToProtein,Q9ULM0,Code
79156,GeneToProtein,Q96S99,Code
5585,GeneToProtein,Q16512,Code
23207,GeneToProtein,Q8IWE5,Code
51054,GeneToProtein,O95397,Code
130271,GeneToProtein,Q8IVE3,Code
65977,GeneToProtein,Q9HB20,Code
5294,GeneToProtein,P48736,Code
58473,GeneToProtein,Q9UF11,Code
389072,GeneToProtein,Q6ZWE6,Code
57664,GeneToProtein,Q9H4M7,Code
79990,GeneToProtein,Q7Z736,Code
79666,GeneToProtein,Q9H8W4,Code
55111,GeneToProtein,Q9NW61,Code
55041,GeneToProtein,Q96CS7,Code
84069,GeneToProtein,Q494U1,Code
57480,GeneToProtein,Q9ULL1,Code
5311,GeneToProtein,Q13563,Code
64857,GeneToProtein,Q9H7P9,Code
5586,GeneToProtein,Q16513,Code
10887,GeneToProtein,Q8TCW9,Code
26030,GeneToProtein,A1L390,Code
5317,GeneToProtein,Q13835,Code
51177,GeneToProtein,Q53GL0,Code
128674,GeneToProtein,Q8NFJ6,Code
25894,GeneToProtein,Q58EX7,Code
29941,GeneToProtein,Q6P5Z2,Code
79706,GeneToProtein,Q9H875,Code
5316,GeneToProtein,P55347,Code
5318,GeneToProtein,Q99959,Code
63876,GeneToProtein,Q96KN3,Code
11187,GeneToProtein,Q9Y446,Code
153770,GeneToProtein,A1L4L8,Code
10761,GeneToProtein,Q9HBJ0,Code
51365,GeneToProtein,Q53H76,Code
191585,GeneToProtein,Q8WY50,Code
51316,GeneToProtein,Q9NZF1,Code
22925,GeneToProtein,Q13018,Code
219348,GeneToProtein,Q5JTB6,Code
8502,GeneToProtein,Q99569,Code
3728,GeneToProtein,P14923,Code
5324,GeneToProtein,Q6DJT9,Code
5920,GeneToProtein,Q9UL19,Code
117245,GeneToProtein,Q96KN8,Code
79887,GeneToProtein,Q6P4A8,Code
5325,GeneToProtein,Q9UM63,Code
445815,GeneToProtein,Q9Y2D5,Code
5326,GeneToProtein,Q9UPG8,Code
113026,GeneToProtein,Q8N3E9,Code
57110,GeneToProtein,Q9HDD0,Code
5334,GeneToProtein,Q15111,Code
196463,GeneToProtein,Q8NHP8,Code
5331,GeneToProtein,Q01970,Code
51196,GeneToProtein,Q9P212,Code
9373,GeneToProtein,Q9Y263,Code
84812,GeneToProtein,Q9BRC7,Code
23228,GeneToProtein,Q9UPR0,Code
10554,GeneToProtein,Q99943,Code
54979,GeneToProtein,Q9NWW9,Code
5332,GeneToProtein,Q15147,Code
55344,GeneToProtein,Q9NUJ7,Code
55326,GeneToProtein,Q9NUQ2,Code
151056,GeneToProtein,Q6P1J6,Code
11145,GeneToProtein,P53816,Code
257068,GeneToProtein,Q0VAA5,Code
23236,GeneToProtein,Q9NQ66,Code
10650,GeneToProtein,Q96N28,Code
345557,GeneToProtein,Q63HM9,Code
200150,GeneToProtein,Q8N7P1,Code
10555,GeneToProtein,O15120,Code
51012,GeneToProtein,Q9Y3B1,Code
89869,GeneToProtein,Q86YW0,Code
5335,GeneToProtein,P19174,Code
5330,GeneToProtein,Q00722,Code
56894,GeneToProtein,Q9NRZ7,Code
57125,GeneToProtein,Q8IUK5,Code
201164,GeneToProtein,Q8N2A8,Code
56895,GeneToProtein,Q9NRZ5,Code
23646,GeneToProtein,Q8IV08,Code
5337,GeneToProtein,Q13393,Code
5333,GeneToProtein,P51178,Code
5336,GeneToProtein,P16885,Code
5196,GeneToProtein,P02776,Code
122618,GeneToProtein,Q96BZ4,Code
5338,GeneToProtein,O14939,Code
143888,GeneToProtein,Q7Z4H8,Code
26499,GeneToProtein,Q9NYT0,Code
23007,GeneToProtein,Q4KWH8,Code
285189,GeneToProtein,Q15195,Code
400224,GeneToProtein,A6NEE1,Code
5339,GeneToProtein,Q15149,Code
5341,GeneToProtein,P08567,Code
5343,GeneToProtein,Q02325,Code
9651,GeneToProtein,O75038,Code
5346,GeneToProtein,O60240,Code
5228,GeneToProtein,P49763,Code
349633,GeneToProtein,Q6UQ28,Code
125316803,GeneToProtein,A0A3B3IS91,Code
123,GeneToProtein,Q99541,Code
10769,GeneToProtein,Q9NYY3,Code
79070,GeneToProtein,Q6UW63,Code
51090,GeneToProtein,Q9Y342,Code
10226,GeneToProtein,O60664,Code
10733,GeneToProtein,O00444,Code
729359,GeneToProtein,Q96Q06,Code
1263,GeneToProtein,Q9H4B4,Code
5347,GeneToProtein,P53350,Code
440503,GeneToProtein,Q00G26,Code
5351,GeneToProtein,Q02809,Code
5340,GeneToProtein,P00747,Code
5348,GeneToProtein,O00168,Code
126520,GeneToProtein,Q496M5,Code
5355,GeneToProtein,Q04941,Code
5352,GeneToProtein,O00469,Code
80339,GeneToProtein,Q9NST1,Code
8985,GeneToProtein,O60568,Code
403313,GeneToProtein,Q8IY26,Code
79948,GeneToProtein,Q6T4P5,Code
8228,GeneToProtein,P41247,Code
11212,GeneToProtein,O94903,Code
285848,GeneToProtein,Q8N8W4,Code
150379,GeneToProtein,Q7Z6Z6,Code
8611,GeneToProtein,O14494,Code
84814,GeneToProtein,Q8NBV4,Code
5356,GeneToProtein,O43660,Code
9890,GeneToProtein,Q7Z2D5,Code
57047,GeneToProtein,Q9NRY7,Code
10908,GeneToProtein,Q8IY17,Code
57104,GeneToProtein,Q96AD5,Code
57088,GeneToProtein,Q9NRQ2,Code
57026,GeneToProtein,Q96GD0,Code
55848,GeneToProtein,Q9HBL7,Code
5359,GeneToProtein,O15162,Code
8612,GeneToProtein,O43688,Code
163404,GeneToProtein,Q32ZL2,Code
389158,GeneToProtein,A0PG75,Code
375775,GeneToProtein,Q6ZV29,Code
57048,GeneToProtein,Q9NRY6,Code
54886,GeneToProtein,Q8TBJ4,Code
8613,GeneToProtein,O14495,Code
50640,GeneToProtein,Q9NP80,Code
64748,GeneToProtein,Q96GM1,Code
196051,GeneToProtein,Q5VZY2,Code
84513,GeneToProtein,Q8NEB5,Code
8398,GeneToProtein,O60733,Code
3936,GeneToProtein,P13796,Code
5357,GeneToProtein,Q14651,Code
5358,GeneToProtein,P13797,Code
5362,GeneToProtein,O75051,Code
23129,GeneToProtein,Q9Y4D7,Code
55558,GeneToProtein,P51805,Code
5360,GeneToProtein,P55058,Code
91584,GeneToProtein,Q9HCM2,Code
83483,GeneToProtein,Q9BX97,Code
5379,GeneToProtein,A4D2B8,Code
5380,GeneToProtein,O95744,Code
5387,GeneToProtein,Q13401,Code
649238,GeneToProtein,A0A0J9YXQ4,Code
5383,GeneToProtein,A8MQ11,Code
105373377,GeneToProtein,A0A0J9YX94,Code
107161145,GeneToProtein,Q13670,Code
5364,GeneToProtein,O43157,Code
5361,GeneToProtein,Q9UIW2,Code
10478,GeneToProtein,O43808,Code
23654,GeneToProtein,O15031,Code
5365,GeneToProtein,Q9ULL4,Code
10154,GeneToProtein,O60486,Code
84892,GeneToProtein,Q8NAT1,Code
11243,GeneToProtein,Q6P1K2,Code
6490,GeneToProtein,P40967,Code
83449,GeneToProtein,Q8TBY8,Code
669,GeneToProtein,P07738,Code
56937,GeneToProtein,Q969W9,Code
111216276,GeneToProtein,A0A1W2PS18,Code
5372,GeneToProtein,Q92871,Code
55624,GeneToProtein,Q8WZA1,Code
5373,GeneToProtein,O15305,Code
5378,GeneToProtein,P54277,Code
5376,GeneToProtein,Q01453,Code
441194,GeneToProtein,Q68D20,Code
10654,GeneToProtein,Q15126,Code
5395,GeneToProtein,P54278,Code
5371,GeneToProtein,P29590,Code
93100,GeneToProtein,Q6XQN6,Code
110806277,GeneToProtein,A0A1B0GUJ8,Code
9088,GeneToProtein,Q99640,Code
25957,GeneToProtein,Q8TF01,Code
9240,GeneToProtein,Q8ND90,Code
154197,GeneToProtein,Q8NA58,Code
10687,GeneToProtein,Q9UL42,Code
25953,GeneToProtein,Q8N490,Code
29944,GeneToProtein,Q9UL41,Code
56902,GeneToProtein,Q9NRX1,Code
4860,GeneToProtein,P00491,Code
114824,GeneToProtein,Q96PV4,Code
11284,GeneToProtein,Q96T60,Code
87178,GeneToProtein,Q8TCS8,Code
84968,GeneToProtein,P0CW24,Code
5409,GeneToProtein,P11086,Code
55228,GeneToProtein,Q86V59,Code
5368,GeneToProtein,Q13519,Code
57469,GeneToProtein,Q9ULN7,Code
55163,GeneToProtein,Q9NVS9,Code
55629,GeneToProtein,Q9NPJ4,Code
5454,GeneToProtein,P20265,Code
5451,GeneToProtein,P14859,Code
378805,GeneToProtein,A0A455ZAR2,Code
11281,GeneToProtein,P78424,Code
5455,GeneToProtein,P20264,Code
5459,GeneToProtein,Q15319,Code
10957,GeneToProtein,Q12796,Code
5456,GeneToProtein,P49335,Code
23225,GeneToProtein,Q8TEM1,Code
5452,GeneToProtein,P09086,Code
5420,GeneToProtein,O00592,Code
5460,GeneToProtein,Q01860,Code
25886,GeneToProtein,Q8NBT0,Code
5457,GeneToProtein,Q01851,Code
100616101,GeneToProtein,P10266,Code
134359,GeneToProtein,Q8NA72,Code
25833,GeneToProtein,Q9UKI9,Code
100862688,GeneToProtein,Q9UQG0,Code
100775105,GeneToProtein,Q9QC07,Code
134187,GeneToProtein,Q8N7G0,Code
105376906,GeneToProtein,Q9WJR5,Code
282809,GeneToProtein,Q8TC44,Code
100862683,GeneToProtein,P63136,Code
5453,GeneToProtein,Q03052,Code
5458,GeneToProtein,Q12837,Code
64006,GeneToProtein,Q9BXR3,Code
5463,GeneToProtein,Q14863,Code
449619,GeneToProtein,P63135,Code
127435,GeneToProtein,Q7Z5L7,Code
619465,GeneToProtein,P63133,Code
100616102,GeneToProtein,P63128,Code
57645,GeneToProtein,Q9P215,Code
7827,GeneToProtein,Q9NP85,Code
79983,GeneToProtein,Q8WVV4,Code
23126,GeneToProtein,Q7Z3K3,Code
11201,GeneToProtein,Q9UNA4,Code
51426,GeneToProtein,Q9UBT6,Code
146547,GeneToProtein,Q5K4E3,Code
5429,GeneToProtein,Q9Y253,Code
5444,GeneToProtein,P27169,Code
10585,GeneToProtein,Q9Y6A1,Code
79883,GeneToProtein,Q6PEZ8,Code
5445,GeneToProtein,Q15165,Code
29954,GeneToProtein,Q9UKY4,Code
5446,GeneToProtein,Q15166,Code
10940,GeneToProtein,Q99575,Code
64091,GeneToProtein,Q9HBU9,Code
64208,GeneToProtein,Q9HBV1,Code
51367,GeneToProtein,Q969H6,Code
64840,GeneToProtein,Q9H237,Code
51371,GeneToProtein,Q9Y244,Code
11149,GeneToProtein,Q8NE79,Code
10248,GeneToProtein,O75817,Code
79644,GeneToProtein,Q9H8P0,Code
114908,GeneToProtein,Q8N131,Code
10631,GeneToProtein,Q15063,Code
445582,GeneToProtein,Q6S8J3,Code
728378,GeneToProtein,A5A3E0,Code
100287399,GeneToProtein,H3BUK9,Code
404785,GeneToProtein,Q6S5H5,Code
102724631,GeneToProtein,A0JP26,Code
23784,GeneToProtein,Q6S545,Code
653269,GeneToProtein,P0CG38,Code
653781,GeneToProtein,P0CG39,Code
641455,GeneToProtein,A6NI47,Code
22932,GeneToProtein,Q6PJE2,Code
25913,GeneToProtein,Q9NUX5,Code
648791,GeneToProtein,B7ZBB8,Code
54776,GeneToProtein,Q9BZL4,Code
94274,GeneToProtein,Q96A00,Code
340441,GeneToProtein,Q6S8J7,Code
100996331,GeneToProtein,A0A0A6YYL3,Code
388468,GeneToProtein,B2RU33,Code
29124,GeneToProtein,Q9UHV8,Code
317754,GeneToProtein,Q86YR6,Code
26472,GeneToProtein,Q96C90,Code
84988,GeneToProtein,Q96I34,Code
81706,GeneToProtein,Q8TAE6,Code
26051,GeneToProtein,Q96T49,Code
5511,GeneToProtein,Q12972,Code
54866,GeneToProtein,Q9NXH3,Code
5514,GeneToProtein,Q96QC0,Code
5501,GeneToProtein,P36873,Code
5499,GeneToProtein,P62136,Code
6992,GeneToProtein,O60927,Code
5510,GeneToProtein,Q15435,Code
5500,GeneToProtein,P62140,Code
5515,GeneToProtein,P67775,Code
5533,GeneToProtein,P48454,Code
151649,GeneToProtein,A8MPX8,Code
5516,GeneToProtein,P62714,Code
5530,GeneToProtein,Q08209,Code
5532,GeneToProtein,P16298,Code
90809,GeneToProtein,Q86T03,Code
57718,GeneToProtein,Q6NUP7,Code
55370,GeneToProtein,Q9P1A2,Code
55529,GeneToProtein,Q8N4L2,Code
151987,GeneToProtein,Q9NY27,Code
54,GeneToProtein,P13686,Code
9989,GeneToProtein,Q8TF05,Code
5531,GeneToProtein,P60510,Code
22870,GeneToProtein,Q9UPN7,Code
9701,GeneToProtein,O75170,Code
51205,GeneToProtein,Q9NPH0,Code
52,GeneToProtein,P24666,Code
55291,GeneToProtein,Q5H9R7,Code
5467,GeneToProtein,Q03181,Code
58488,GeneToProtein,Q9UKL6,Code
250,GeneToProtein,P05187,Code
5550,GeneToProtein,P48147,Code
55,GeneToProtein,P15309,Code
53,GeneToProtein,P11117,Code
79144,GeneToProtein,Q9H3Y8,Code
5468,GeneToProtein,P37231,Code
249,GeneToProtein,P05186,Code
248,GeneToProtein,P09923,Code
79717,GeneToProtein,Q9HAB8,Code
5465,GeneToProtein,Q07869,Code
5475,GeneToProtein,O14829,Code
251,GeneToProtein,P10696,Code
5470,GeneToProtein,O14830,Code
93650,GeneToProtein,Q9BZG2,Code
5478,GeneToProtein,P62937,Code
51535,GeneToProtein,Q8NEY8,Code
5480,GeneToProtein,P45877,Code
5479,GeneToProtein,P23284,Code
5476,GeneToProtein,P10619,Code
9581,GeneToProtein,Q4J6C6,Code
5481,GeneToProtein,Q08752,Code
10105,GeneToProtein,P30405,Code
9051,GeneToProtein,O43586,Code
23759,GeneToProtein,Q13356,Code
9050,GeneToProtein,Q9H939,Code
85313,GeneToProtein,Q8WUA2,Code
51645,GeneToProtein,Q9Y3C6,Code
9360,GeneToProtein,Q13427,Code
285755,GeneToProtein,Q8IXY8,Code
10450,GeneToProtein,Q9UNP9,Code
53938,GeneToProtein,Q9H2H8,Code
10465,GeneToProtein,O43447,Code
56891,GeneToProtein,Q8TCE9,Code
333926,GeneToProtein,Q5JR12,Code
8493,GeneToProtein,O15297,Code
5350,GeneToProtein,P26678,Code
22843,GeneToProtein,Q8WY54,Code
152926,GeneToProtein,Q8N3J5,Code
51400,GeneToProtein,Q9Y570,Code
9647,GeneToProtein,P49593,Code
151742,GeneToProtein,Q5SGD2,Code
132160,GeneToProtein,Q96MI6,Code
5494,GeneToProtein,P35813,Code
5496,GeneToProtein,O15355,Code
147699,GeneToProtein,Q8N819,Code
5495,GeneToProtein,O75688,Code
57460,GeneToProtein,Q9ULR3,Code
5536,GeneToProtein,P53041,Code
84152,GeneToProtein,Q9UD71,Code
89932,GeneToProtein,O95428,Code
10842,GeneToProtein,O96001,Code
5509,GeneToProtein,O95685,Code
151242,GeneToProtein,Q8WVI7,Code
9858,GeneToProtein,Q5T8A7,Code
90673,GeneToProtein,Q9H7J1,Code
116729,GeneToProtein,Q86WC6,Code
5506,GeneToProtein,Q16821,Code
89801,GeneToProtein,Q6ZSY5,Code
5498,GeneToProtein,P50336,Code
114794,GeneToProtein,Q5R3F8,Code
170954,GeneToProtein,Q6NYC8,Code
221908,GeneToProtein,Q8TAP8,Code
5537,GeneToProtein,O00743,Code
79660,GeneToProtein,Q86XI6,Code
145376,GeneToProtein,Q96LQ0,Code
286187,GeneToProtein,Q7Z4L9,Code
129285,GeneToProtein,Q6ZMI0,Code
5502,GeneToProtein,Q13522,Code
5507,GeneToProtein,Q9UQK1,Code
284352,GeneToProtein,O75864,Code
9374,GeneToProtein,Q9UMR5,Code
23082,GeneToProtein,Q5VV67,Code
5538,GeneToProtein,P50897,Code
160760,GeneToProtein,Q8NI37,Code
23614,GeneToProtein,Q9NRI7,Code
10084,GeneToProtein,O60828,Code
23398,GeneToProtein,Q96BP3,Code
285311,GeneToProtein,Q8N813,Code
253143,GeneToProtein,Q5THK1,Code
122183,GeneToProtein,P86496,Code
729233,GeneToProtein,P86481,Code
729240,GeneToProtein,P86479,Code
55119,GeneToProtein,Q5VTL8,Code
729246,GeneToProtein,P86480,Code
729250,GeneToProtein,P86478,Code
23645,GeneToProtein,O75807,Code
100419008,GeneToProtein,P0DPQ3,Code
729627,GeneToProtein,A6NEV1,Code
389151,GeneToProtein,Q6ZRT6,Code
389152,GeneToProtein,Q6ZRP0,Code
55660,GeneToProtein,O75400,Code
10567,GeneToProtein,Q9UI14,Code
84919,GeneToProtein,Q5SWA1,Code
25766,GeneToProtein,Q6NWY9,Code
79170,GeneToProtein,Q9BU68,Code
645425,GeneToProtein,Q5VT98,Code
11230,GeneToProtein,O60831,Code
653606,GeneToProtein,A3QJZ6,Code
343071,GeneToProtein,O60809,Code
441873,GeneToProtein,A6NGN4,Code
440560,GeneToProtein,O60813,Code
645359,GeneToProtein,H0Y7S4,Code
57716,GeneToProtein,Q9BXM0,Code
101929983,GeneToProtein,A3QJZ7,Code
390999,GeneToProtein,O95522,Code
400736,GeneToProtein,Q5VWM6,Code
645382,GeneToProtein,A0A0G2JMD5,Code
729528,GeneToProtein,Q5SWL7,Code
84366,GeneToProtein,Q96KF2,Code
653619,GeneToProtein,P0DUQ1,Code
360205,GeneToProtein,D3DTV9,Code
391004,GeneToProtein,Q5VTA0,Code
84950,GeneToProtein,Q8NAV1,Code
10550,GeneToProtein,O75915,Code
391003,GeneToProtein,Q5VWM3,Code
147011,GeneToProtein,Q8NCQ7,Code
645414,GeneToProtein,Q5SWL8,Code
65121,GeneToProtein,O95521,Code
65122,GeneToProtein,O60811,Code
56980,GeneToProtein,Q9NQV6,Code
63976,GeneToProtein,Q9HAZ2,Code
11107,GeneToProtein,Q9NQX1,Code
400735,GeneToProtein,O60810,Code
343068,GeneToProtein,Q5TYX0,Code
440561,GeneToProtein,Q5VXH4,Code
653247,GeneToProtein,P02812,Code
441871,GeneToProtein,Q5VXH5,Code
5052,GeneToProtein,Q06830,Code
93166,GeneToProtein,Q9NQX0,Code
391002,GeneToProtein,Q5VWM4,Code
5546,GeneToProtein,Q92733,Code
56981,GeneToProtein,Q9NQV5,Code
10549,GeneToProtein,Q13162,Code
343070,GeneToProtein,P0DUQ2,Code
5544,GeneToProtein,Q04118,Code
11105,GeneToProtein,Q9NQW5,Code
59335,GeneToProtein,Q9H4Q4,Code
768206,GeneToProtein,Q00LT1,Code
5545,GeneToProtein,P10163,Code
23532,GeneToProtein,P78395,Code
157285,GeneToProtein,Q86YV5,Code
56978,GeneToProtein,Q9NQV8,Code
84106,GeneToProtein,Q96QH2,Code
59336,GeneToProtein,Q9H4Q3,Code
9055,GeneToProtein,O43663,Code
118471,GeneToProtein,Q96NZ9,Code
63978,GeneToProtein,Q9GZV8,Code
56952,GeneToProtein,Q9NRG1,Code
56979,GeneToProtein,Q9NQV7,Code
25824,GeneToProtein,P30044,Code
7001,GeneToProtein,P32119,Code
63977,GeneToProtein,P57071,Code
639,GeneToProtein,O75626,Code
5549,GeneToProtein,P51888,Code
7916,GeneToProtein,P48634,Code
5553,GeneToProtein,P13727,Code
10531,GeneToProtein,Q5JRX3,Code
7799,GeneToProtein,Q13029,Code
10394,GeneToProtein,Q9Y2Y8,Code
10935,GeneToProtein,P30048,Code
11108,GeneToProtein,Q9UKN5,Code
9588,GeneToProtein,P30041,Code
57580,GeneToProtein,Q8TCU6,Code
10216,GeneToProtein,Q92954,Code
84726,GeneToProtein,Q5JSZ5,Code
80243,GeneToProtein,Q70Z35,Code
5241,GeneToProtein,P06401,Code
5557,GeneToProtein,P49642,Code
100996939,GeneToProtein,Q96I23,Code
10891,GeneToProtein,Q9UBK2,Code
23215,GeneToProtein,Q9Y520,Code
166336,GeneToProtein,Q7Z3G6,Code
4007,GeneToProtein,O43900,Code
145270,GeneToProtein,Q86XR5,Code
5558,GeneToProtein,P49643,Code
29964,GeneToProtein,Q2TBC4,Code
133522,GeneToProtein,Q86YN6,Code
144165,GeneToProtein,Q96MT3,Code
2834,GeneToProtein,P49683,Code
8575,GeneToProtein,O75569,Code
27166,GeneToProtein,Q9Y255,Code
5617,GeneToProtein,P01236,Code
