GeneId:START_ID(Gene),Relation:TYPE,DiseaseId:END_ID(Disease),DSI,DPI,RelationName
59,GeneToDisease,C0269102,0.508,0.846,Relate to
59,GeneToDisease,C0340630,0.508,0.846,Relate to
59,GeneToDisease,C0520463,0.508,0.846,Relate to
59,GeneToDisease,C0524611,0.508,0.846,Relate to
59,GeneToDisease,C0678222,0.508,0.846,Relate to
59,GeneToDisease,C1257931,0.508,0.846,Relate to
59,GeneToDisease,C1458155,0.508,0.846,Relate to
59,GeneToDisease,C1619692,0.508,0.846,Relate to
59,GeneToDisease,C1876165,0.508,0.846,Relate to
59,GeneToDisease,C2673186,0.508,0.846,Relate to
59,GeneToDisease,C2931384,0.508,0.846,Relate to
59,GeneToDisease,C3151201,0.508,0.846,Relate to
59,GeneToDisease,C3279690,0.508,0.846,Relate to
59,GeneToDisease,C4704874,0.508,0.846,Relate to
59,GeneToDisease,C4707243,0.508,0.846,Relate to
59,GeneToDisease,C4721507,0.508,0.846,Relate to
60,GeneToDisease,C0003129,0.325,0.923,Relate to
60,GeneToDisease,C0003130,0.325,0.923,Relate to
60,GeneToDisease,C0005586,0.325,0.923,Relate to
60,GeneToDisease,C0005818,0.325,0.923,Relate to
60,GeneToDisease,C0007097,0.325,0.923,Relate to
60,GeneToDisease,C0009363,0.325,0.923,Relate to
60,GeneToDisease,C0013393,0.325,0.923,Relate to
60,GeneToDisease,C0013421,0.325,0.923,Relate to
60,GeneToDisease,C0014859,0.325,0.923,Relate to
60,GeneToDisease,C0018784,0.325,0.923,Relate to
60,GeneToDisease,C0019193,0.325,0.923,Relate to
60,GeneToDisease,C0024121,0.325,0.923,Relate to
60,GeneToDisease,C0024667,0.325,0.923,Relate to
60,GeneToDisease,C0027626,0.325,0.923,Relate to
60,GeneToDisease,C0029408,0.325,0.923,Relate to
60,GeneToDisease,C0036341,0.325,0.923,Relate to
60,GeneToDisease,C0086743,0.325,0.923,Relate to
60,GeneToDisease,C0151744,0.325,0.923,Relate to
60,GeneToDisease,C0205696,0.325,0.923,Relate to
60,GeneToDisease,C0205697,0.325,0.923,Relate to
60,GeneToDisease,C0205698,0.325,0.923,Relate to
60,GeneToDisease,C0205699,0.325,0.923,Relate to
60,GeneToDisease,C0242184,0.325,0.923,Relate to
60,GeneToDisease,C0242379,0.325,0.923,Relate to
60,GeneToDisease,C0263579,0.325,0.923,Relate to
60,GeneToDisease,C0265541,0.325,0.923,Relate to
60,GeneToDisease,C0272183,0.325,0.923,Relate to
60,GeneToDisease,C0376634,0.325,0.923,Relate to
60,GeneToDisease,C0393588,0.325,0.923,Relate to
60,GeneToDisease,C0393610,0.325,0.923,Relate to
60,GeneToDisease,C0497552,0.325,0.923,Relate to
60,GeneToDisease,C0546837,0.325,0.923,Relate to
60,GeneToDisease,C0751093,0.325,0.923,Relate to
60,GeneToDisease,C0860207,0.325,0.923,Relate to
60,GeneToDisease,C1257925,0.325,0.923,Relate to
60,GeneToDisease,C1262760,0.325,0.923,Relate to
60,GeneToDisease,C1691779,0.325,0.923,Relate to
60,GeneToDisease,C1846331,0.325,0.923,Relate to
60,GeneToDisease,C1853623,0.325,0.923,Relate to
60,GeneToDisease,C1855722,0.325,0.923,Relate to
60,GeneToDisease,C1858042,0.325,0.923,Relate to
60,GeneToDisease,C2239176,0.325,0.923,Relate to
60,GeneToDisease,C3658290,0.325,0.923,Relate to
60,GeneToDisease,C4277682,0.325,0.923,Relate to
60,GeneToDisease,C4279912,0.325,0.923,Relate to
60,GeneToDisease,C4554007,0.325,0.923,Relate to
70,GeneToDisease,C0007193,0.61,0.538,Relate to
70,GeneToDisease,C0007194,0.61,0.538,Relate to
70,GeneToDisease,C0024623,0.61,0.538,Relate to
70,GeneToDisease,C0032927,0.61,0.538,Relate to
70,GeneToDisease,C0034951,0.61,0.538,Relate to
70,GeneToDisease,C0038356,0.61,0.538,Relate to
70,GeneToDisease,C0282313,0.61,0.538,Relate to
70,GeneToDisease,C0340427,0.61,0.538,Relate to
70,GeneToDisease,C0344724,0.61,0.538,Relate to
70,GeneToDisease,C0878544,0.61,0.538,Relate to
70,GeneToDisease,C1449563,0.61,0.538,Relate to
70,GeneToDisease,C1527310,0.61,0.538,Relate to
70,GeneToDisease,C1708349,0.61,0.538,Relate to
70,GeneToDisease,C1960469,0.61,0.538,Relate to
70,GeneToDisease,C2677506,0.61,0.538,Relate to
70,GeneToDisease,C2748552,0.61,0.538,Relate to
70,GeneToDisease,C3150681,0.61,0.538,Relate to
70,GeneToDisease,C3150682,0.61,0.538,Relate to
70,GeneToDisease,C4021133,0.61,0.538,Relate to
71,GeneToDisease,C0001787,0.477,0.846,Relate to
71,GeneToDisease,C0005745,0.477,0.846,Relate to
71,GeneToDisease,C0007097,0.477,0.846,Relate to
71,GeneToDisease,C0007621,0.477,0.846,Relate to
71,GeneToDisease,C0009363,0.477,0.846,Relate to
71,GeneToDisease,C0014544,0.477,0.846,Relate to
71,GeneToDisease,C0024433,0.477,0.846,Relate to
71,GeneToDisease,C0024667,0.477,0.846,Relate to
71,GeneToDisease,C0029456,0.477,0.846,Relate to
71,GeneToDisease,C0029459,0.477,0.846,Relate to
71,GeneToDisease,C0033377,0.477,0.846,Relate to
71,GeneToDisease,C0205696,0.477,0.846,Relate to
71,GeneToDisease,C0205697,0.477,0.846,Relate to
71,GeneToDisease,C0205698,0.477,0.846,Relate to
71,GeneToDisease,C0205699,0.477,0.846,Relate to
71,GeneToDisease,C0265541,0.477,0.846,Relate to
71,GeneToDisease,C0266551,0.477,0.846,Relate to
71,GeneToDisease,C0376634,0.477,0.846,Relate to
71,GeneToDisease,C0497552,0.477,0.846,Relate to
71,GeneToDisease,C0751406,0.477,0.846,Relate to
71,GeneToDisease,C0857379,0.477,0.846,Relate to
71,GeneToDisease,C0948089,0.477,0.846,Relate to
71,GeneToDisease,C1257925,0.477,0.846,Relate to
71,GeneToDisease,C1384666,0.477,0.846,Relate to
71,GeneToDisease,C1843156,0.477,0.846,Relate to
71,GeneToDisease,C1853623,0.477,0.846,Relate to
71,GeneToDisease,C1855722,0.477,0.846,Relate to
71,GeneToDisease,C1858172,0.477,0.846,Relate to
71,GeneToDisease,C3281235,0.477,0.846,Relate to
71,GeneToDisease,C3711374,0.477,0.846,Relate to
71,GeneToDisease,C4231117,0.477,0.846,Relate to
71,GeneToDisease,C4554007,0.477,0.846,Relate to
71,GeneToDisease,C4708599,0.477,0.846,Relate to
72,GeneToDisease,C0007102,0.505,0.808,Relate to
72,GeneToDisease,C0009375,0.505,0.808,Relate to
72,GeneToDisease,C0042781,0.505,0.808,Relate to
72,GeneToDisease,C0266833,0.505,0.808,Relate to
72,GeneToDisease,C1608393,0.505,0.808,Relate to
72,GeneToDisease,C1835084,0.505,0.808,Relate to
81,GeneToDisease,C0007097,0.508,0.808,Relate to
81,GeneToDisease,C0017668,0.508,0.808,Relate to
81,GeneToDisease,C0019193,0.508,0.808,Relate to
81,GeneToDisease,C0024667,0.508,0.808,Relate to
81,GeneToDisease,C0086432,0.508,0.808,Relate to
81,GeneToDisease,C0205696,0.508,0.808,Relate to
81,GeneToDisease,C0205697,0.508,0.808,Relate to
81,GeneToDisease,C0205698,0.508,0.808,Relate to
81,GeneToDisease,C0205699,0.508,0.808,Relate to
81,GeneToDisease,C0860207,0.508,0.808,Relate to
81,GeneToDisease,C1257925,0.508,0.808,Relate to
81,GeneToDisease,C1262760,0.508,0.808,Relate to
81,GeneToDisease,C1868672,0.508,0.808,Relate to
81,GeneToDisease,C3658290,0.508,0.808,Relate to
81,GeneToDisease,C4277682,0.508,0.808,Relate to
81,GeneToDisease,C4279912,0.508,0.808,Relate to
81,GeneToDisease,C4551527,0.508,0.808,Relate to
86,GeneToDisease,C0424605,0.678,0.346,Relate to
86,GeneToDisease,C0557874,0.678,0.346,Relate to
86,GeneToDisease,C3714756,0.678,0.346,Relate to
87,GeneToDisease,C2751260,0.695,0.577,Relate to
87,GeneToDisease,C3554663,0.695,0.577,Relate to
87,GeneToDisease,C4304021,0.695,0.577,Relate to
88,GeneToDisease,C0340427,0.686,0.462,Relate to
88,GeneToDisease,C0878544,0.686,0.462,Relate to
88,GeneToDisease,C2677338,0.686,0.462,Relate to
90,GeneToDisease,C0004114,0.535,0.731,Relate to
90,GeneToDisease,C0006142,0.535,0.731,Relate to
90,GeneToDisease,C0009782,0.535,0.731,Relate to
90,GeneToDisease,C0016037,0.535,0.731,Relate to
90,GeneToDisease,C0017638,0.535,0.731,Relate to
90,GeneToDisease,C0025202,0.535,0.731,Relate to
90,GeneToDisease,C0027122,0.535,0.731,Relate to
90,GeneToDisease,C0085576,0.535,0.731,Relate to
90,GeneToDisease,C0205768,0.535,0.731,Relate to
90,GeneToDisease,C0242488,0.535,0.731,Relate to
90,GeneToDisease,C0259783,0.535,0.731,Relate to
90,GeneToDisease,C0280783,0.535,0.731,Relate to
90,GeneToDisease,C0280785,0.535,0.731,Relate to
90,GeneToDisease,C0334579,0.535,0.731,Relate to
90,GeneToDisease,C0334580,0.535,0.731,Relate to
90,GeneToDisease,C0334581,0.535,0.731,Relate to
90,GeneToDisease,C0334582,0.535,0.731,Relate to
90,GeneToDisease,C0334583,0.535,0.731,Relate to
90,GeneToDisease,C0338070,0.535,0.731,Relate to
90,GeneToDisease,C0547065,0.535,0.731,Relate to
90,GeneToDisease,C0555198,0.535,0.731,Relate to
90,GeneToDisease,C0678222,0.535,0.731,Relate to
90,GeneToDisease,C0750935,0.535,0.731,Relate to
90,GeneToDisease,C0750936,0.535,0.731,Relate to
90,GeneToDisease,C1257931,0.535,0.731,Relate to
90,GeneToDisease,C1458155,0.535,0.731,Relate to
90,GeneToDisease,C1704230,0.535,0.731,Relate to
90,GeneToDisease,C4704874,0.535,0.731,Relate to
92,GeneToDisease,C0278701,0.636,0.615,Relate to
92,GeneToDisease,C0920269,0.636,0.615,Relate to
92,GeneToDisease,C1721098,0.636,0.615,Relate to
93,GeneToDisease,C0037221,0.601,0.615,Relate to
93,GeneToDisease,C0175707,0.601,0.615,Relate to
93,GeneToDisease,C0265357,0.601,0.615,Relate to
93,GeneToDisease,C0266642,0.601,0.615,Relate to
93,GeneToDisease,C1167664,0.601,0.615,Relate to
93,GeneToDisease,C3151057,0.601,0.615,Relate to
93,GeneToDisease,C3178805,0.601,0.615,Relate to
93,GeneToDisease,C3178806,0.601,0.615,Relate to
93,GeneToDisease,C3178807,0.601,0.615,Relate to
93,GeneToDisease,C4277690,0.601,0.615,Relate to
94,GeneToDisease,C0005779,0.493,0.769,Relate to
94,GeneToDisease,C0014591,0.493,0.769,Relate to
94,GeneToDisease,C0020542,0.493,0.769,Relate to
94,GeneToDisease,C0039445,0.493,0.769,Relate to
94,GeneToDisease,C0155675,0.493,0.769,Relate to
94,GeneToDisease,C0241790,0.493,0.769,Relate to
94,GeneToDisease,C0340543,0.493,0.769,Relate to
94,GeneToDisease,C0520557,0.493,0.769,Relate to
94,GeneToDisease,C1458140,0.493,0.769,Relate to
94,GeneToDisease,C1701939,0.493,0.769,Relate to
94,GeneToDisease,C1832529,0.493,0.769,Relate to
94,GeneToDisease,C1838163,0.493,0.769,Relate to
94,GeneToDisease,C1857690,0.493,0.769,Relate to
94,GeneToDisease,C2973725,0.493,0.769,Relate to
94,GeneToDisease,C3203102,0.493,0.769,Relate to
94,GeneToDisease,C4551861,0.493,0.769,Relate to
94,GeneToDisease,C4707243,0.493,0.769,Relate to
95,GeneToDisease,C0006142,0.653,0.577,Relate to
95,GeneToDisease,C0007134,0.653,0.577,Relate to
95,GeneToDisease,C0032927,0.653,0.577,Relate to
95,GeneToDisease,C0279702,0.653,0.577,Relate to
95,GeneToDisease,C0282313,0.653,0.577,Relate to
95,GeneToDisease,C1266042,0.653,0.577,Relate to
95,GeneToDisease,C1266043,0.653,0.577,Relate to
95,GeneToDisease,C1266044,0.653,0.577,Relate to
95,GeneToDisease,C1306837,0.653,0.577,Relate to
95,GeneToDisease,C1835922,0.653,0.577,Relate to
95,GeneToDisease,C3714756,0.653,0.577,Relate to
100,GeneToDisease,C0004352,0.44,0.885,Relate to
100,GeneToDisease,C0020452,0.44,0.885,Relate to
100,GeneToDisease,C0024121,0.44,0.885,Relate to
100,GeneToDisease,C0037928,0.44,0.885,Relate to
100,GeneToDisease,C0042484,0.44,0.885,Relate to
100,GeneToDisease,C0085110,0.44,0.885,Relate to
100,GeneToDisease,C0178824,0.44,0.885,Relate to
100,GeneToDisease,C0220744,0.44,0.885,Relate to
100,GeneToDisease,C0242379,0.44,0.885,Relate to
100,GeneToDisease,C0268124,0.44,0.885,Relate to
100,GeneToDisease,C0333233,0.44,0.885,Relate to
100,GeneToDisease,C0392607,0.44,0.885,Relate to
100,GeneToDisease,C1335302,0.44,0.885,Relate to
100,GeneToDisease,C1863236,0.44,0.885,Relate to
100,GeneToDisease,C1863239,0.44,0.885,Relate to
100,GeneToDisease,C2700553,0.44,0.885,Relate to
101,GeneToDisease,C0019193,0.59,0.731,Relate to
101,GeneToDisease,C0860207,0.59,0.731,Relate to
101,GeneToDisease,C1262760,0.59,0.731,Relate to
101,GeneToDisease,C3658290,0.59,0.731,Relate to
101,GeneToDisease,C4277682,0.59,0.731,Relate to
101,GeneToDisease,C4279912,0.59,0.731,Relate to
102,GeneToDisease,C0002395,0.489,0.846,Relate to
102,GeneToDisease,C0006142,0.489,0.846,Relate to
102,GeneToDisease,C0011265,0.489,0.846,Relate to
102,GeneToDisease,C0276496,0.489,0.846,Relate to
102,GeneToDisease,C0406811,0.489,0.846,Relate to
102,GeneToDisease,C0494463,0.489,0.846,Relate to
102,GeneToDisease,C0546126,0.489,0.846,Relate to
102,GeneToDisease,C0678222,0.489,0.846,Relate to
102,GeneToDisease,C0750900,0.489,0.846,Relate to
102,GeneToDisease,C0750901,0.489,0.846,Relate to
102,GeneToDisease,C1257931,0.489,0.846,Relate to
102,GeneToDisease,C1321872,0.489,0.846,Relate to
102,GeneToDisease,C1458155,0.489,0.846,Relate to
102,GeneToDisease,C3714534,0.489,0.846,Relate to
102,GeneToDisease,C3810041,0.489,0.846,Relate to
102,GeneToDisease,C4552092,0.489,0.846,Relate to
102,GeneToDisease,C4704874,0.489,0.846,Relate to
103,GeneToDisease,C0006142,0.501,0.808,Relate to
103,GeneToDisease,C0013421,0.501,0.808,Relate to
103,GeneToDisease,C0393591,0.501,0.808,Relate to
103,GeneToDisease,C0406775,0.501,0.808,Relate to
103,GeneToDisease,C0678222,0.501,0.808,Relate to
103,GeneToDisease,C0795996,0.501,0.808,Relate to
103,GeneToDisease,C0796126,0.501,0.808,Relate to
103,GeneToDisease,C1257931,0.501,0.808,Relate to
103,GeneToDisease,C1458155,0.501,0.808,Relate to
103,GeneToDisease,C3489724,0.501,0.808,Relate to
103,GeneToDisease,C3489725,0.501,0.808,Relate to
103,GeneToDisease,C3539013,0.501,0.808,Relate to
103,GeneToDisease,C3860213,0.501,0.808,Relate to
103,GeneToDisease,C4704874,0.501,0.808,Relate to
104,GeneToDisease,C0005586,0.588,0.654,Relate to
104,GeneToDisease,C0032460,0.588,0.654,Relate to
104,GeneToDisease,C0033975,0.588,0.654,Relate to
104,GeneToDisease,C0036341,0.588,0.654,Relate to
104,GeneToDisease,C1136382,0.588,0.654,Relate to
105,GeneToDisease,C0009402,0.716,0.308,Relate to
105,GeneToDisease,C0013146,0.716,0.308,Relate to
105,GeneToDisease,C0013170,0.716,0.308,Relate to
105,GeneToDisease,C0013222,0.716,0.308,Relate to
105,GeneToDisease,C0029231,0.716,0.308,Relate to
105,GeneToDisease,C0030567,0.716,0.308,Relate to
105,GeneToDisease,C0038580,0.716,0.308,Relate to
105,GeneToDisease,C0038586,0.716,0.308,Relate to
105,GeneToDisease,C0236969,0.716,0.308,Relate to
105,GeneToDisease,C0740858,0.716,0.308,Relate to
105,GeneToDisease,C1510472,0.716,0.308,Relate to
107,GeneToDisease,C0038587,0.659,0.462,Relate to
107,GeneToDisease,C0086189,0.659,0.462,Relate to
107,GeneToDisease,C0087169,0.659,0.462,Relate to
107,GeneToDisease,C0149925,0.659,0.462,Relate to
107,GeneToDisease,C0751217,0.659,0.462,Relate to
107,GeneToDisease,C1846647,0.659,0.462,Relate to
107,GeneToDisease,C1857809,0.659,0.462,Relate to
107,GeneToDisease,C3887506,0.659,0.462,Relate to
108,GeneToDisease,C0004096,0.695,0.308,Relate to
108,GeneToDisease,C0005586,0.695,0.308,Relate to
108,GeneToDisease,C0005587,0.695,0.308,Relate to
108,GeneToDisease,C0024713,0.695,0.308,Relate to
108,GeneToDisease,C0338831,0.695,0.308,Relate to
109,GeneToDisease,C0005586,0.678,0.615,Relate to
109,GeneToDisease,C0011875,0.678,0.615,Relate to
109,GeneToDisease,C0025945,0.678,0.615,Relate to
109,GeneToDisease,C0028754,0.678,0.615,Relate to
109,GeneToDisease,C0028756,0.678,0.615,Relate to
109,GeneToDisease,C0525045,0.678,0.615,Relate to
111,GeneToDisease,C0001787,0.617,0.577,Relate to
111,GeneToDisease,C0001973,0.617,0.577,Relate to
111,GeneToDisease,C0007097,0.617,0.577,Relate to
111,GeneToDisease,C0011570,0.617,0.577,Relate to
111,GeneToDisease,C0011581,0.617,0.577,Relate to
111,GeneToDisease,C0011860,0.617,0.577,Relate to
111,GeneToDisease,C0013421,0.617,0.577,Relate to
111,GeneToDisease,C0016059,0.617,0.577,Relate to
111,GeneToDisease,C0020538,0.617,0.577,Relate to
111,GeneToDisease,C0024667,0.617,0.577,Relate to
111,GeneToDisease,C0029456,0.617,0.577,Relate to
111,GeneToDisease,C0029459,0.617,0.577,Relate to
111,GeneToDisease,C0033141,0.617,0.577,Relate to
111,GeneToDisease,C0036529,0.617,0.577,Relate to
111,GeneToDisease,C0041696,0.617,0.577,Relate to
111,GeneToDisease,C0205696,0.617,0.577,Relate to
111,GeneToDisease,C0205697,0.617,0.577,Relate to
111,GeneToDisease,C0205698,0.617,0.577,Relate to
111,GeneToDisease,C0205699,0.617,0.577,Relate to
111,GeneToDisease,C0242698,0.617,0.577,Relate to
111,GeneToDisease,C0393584,0.617,0.577,Relate to
111,GeneToDisease,C0751406,0.617,0.577,Relate to
111,GeneToDisease,C0878544,0.617,0.577,Relate to
111,GeneToDisease,C1257925,0.617,0.577,Relate to
111,GeneToDisease,C1269683,0.617,0.577,Relate to
111,GeneToDisease,C1535926,0.617,0.577,Relate to
111,GeneToDisease,C1623038,0.617,0.577,Relate to
111,GeneToDisease,C1847627,0.617,0.577,Relate to
111,GeneToDisease,C1859098,0.617,0.577,Relate to
112,GeneToDisease,C4225385,0.729,0.5,Relate to
113,GeneToDisease,C0001973,0.656,0.462,Relate to
113,GeneToDisease,C0009324,0.656,0.462,Relate to
113,GeneToDisease,C0011570,0.656,0.462,Relate to
113,GeneToDisease,C0011581,0.656,0.462,Relate to
113,GeneToDisease,C0023467,0.656,0.462,Relate to
113,GeneToDisease,C0026998,0.656,0.462,Relate to
113,GeneToDisease,C0036341,0.656,0.462,Relate to
113,GeneToDisease,C0041696,0.656,0.462,Relate to
113,GeneToDisease,C0087031,0.656,0.462,Relate to
113,GeneToDisease,C0525045,0.656,0.462,Relate to
113,GeneToDisease,C1269683,0.656,0.462,Relate to
113,GeneToDisease,C1879321,0.656,0.462,Relate to
113,GeneToDisease,C3495559,0.656,0.462,Relate to
113,GeneToDisease,C3714758,0.656,0.462,Relate to
113,GeneToDisease,C4552091,0.656,0.462,Relate to
113,GeneToDisease,C4704862,0.656,0.462,Relate to
114,GeneToDisease,C0005586,0.705,0.577,Relate to
114,GeneToDisease,C0009402,0.705,0.577,Relate to
114,GeneToDisease,C0011570,0.705,0.577,Relate to
114,GeneToDisease,C0011581,0.705,0.577,Relate to
114,GeneToDisease,C0011875,0.705,0.577,Relate to
114,GeneToDisease,C0025945,0.705,0.577,Relate to
114,GeneToDisease,C0038587,0.705,0.577,Relate to
114,GeneToDisease,C0086189,0.705,0.577,Relate to
114,GeneToDisease,C0087169,0.705,0.577,Relate to
114,GeneToDisease,C0525045,0.705,0.577,Relate to
114,GeneToDisease,C0751217,0.705,0.577,Relate to
114,GeneToDisease,C3887506,0.705,0.577,Relate to
116,GeneToDisease,C0005586,0.51,0.846,Relate to
116,GeneToDisease,C0011570,0.51,0.846,Relate to
116,GeneToDisease,C0011581,0.51,0.846,Relate to
116,GeneToDisease,C0020452,0.51,0.846,Relate to
116,GeneToDisease,C0022333,0.51,0.846,Relate to
116,GeneToDisease,C0026205,0.51,0.846,Relate to
116,GeneToDisease,C0033141,0.51,0.846,Relate to
116,GeneToDisease,C0036341,0.51,0.846,Relate to
116,GeneToDisease,C0036529,0.51,0.846,Relate to
116,GeneToDisease,C0036572,0.51,0.846,Relate to
116,GeneToDisease,C0042484,0.51,0.846,Relate to
116,GeneToDisease,C0149504,0.51,0.846,Relate to
116,GeneToDisease,C0149958,0.51,0.846,Relate to
116,GeneToDisease,C0154659,0.51,0.846,Relate to
116,GeneToDisease,C0178824,0.51,0.846,Relate to
116,GeneToDisease,C0234533,0.51,0.846,Relate to
116,GeneToDisease,C0234535,0.51,0.846,Relate to
116,GeneToDisease,C0235032,0.51,0.846,Relate to
116,GeneToDisease,C0268849,0.51,0.846,Relate to
116,GeneToDisease,C0270824,0.51,0.846,Relate to
116,GeneToDisease,C0270844,0.51,0.846,Relate to
116,GeneToDisease,C0270846,0.51,0.846,Relate to
116,GeneToDisease,C0279626,0.51,0.846,Relate to
116,GeneToDisease,C0333233,0.51,0.846,Relate to
116,GeneToDisease,C0392156,0.51,0.846,Relate to
116,GeneToDisease,C0422850,0.51,0.846,Relate to
116,GeneToDisease,C0422852,0.51,0.846,Relate to
116,GeneToDisease,C0422853,0.51,0.846,Relate to
116,GeneToDisease,C0422854,0.51,0.846,Relate to
116,GeneToDisease,C0422855,0.51,0.846,Relate to
116,GeneToDisease,C0494475,0.51,0.846,Relate to
116,GeneToDisease,C0751056,0.51,0.846,Relate to
116,GeneToDisease,C0751110,0.51,0.846,Relate to
116,GeneToDisease,C0751123,0.51,0.846,Relate to
116,GeneToDisease,C0751494,0.51,0.846,Relate to
116,GeneToDisease,C0751495,0.51,0.846,Relate to
116,GeneToDisease,C0751496,0.51,0.846,Relate to
116,GeneToDisease,C0878544,0.51,0.846,Relate to
116,GeneToDisease,C0878773,0.51,0.846,Relate to
116,GeneToDisease,C3495874,0.51,0.846,Relate to
116,GeneToDisease,C4048158,0.51,0.846,Relate to
116,GeneToDisease,C4316903,0.51,0.846,Relate to
116,GeneToDisease,C4317109,0.51,0.846,Relate to
116,GeneToDisease,C4317123,0.51,0.846,Relate to
116,GeneToDisease,C4505436,0.51,0.846,Relate to
117,GeneToDisease,C0004096,0.561,0.769,Relate to
117,GeneToDisease,C0036341,0.561,0.769,Relate to
118,GeneToDisease,C0020538,0.612,0.615,Relate to
118,GeneToDisease,C0085580,0.612,0.615,Relate to
118,GeneToDisease,C2239176,0.612,0.615,Relate to
120,GeneToDisease,C0005586,0.641,0.5,Relate to
120,GeneToDisease,C0005587,0.641,0.5,Relate to
120,GeneToDisease,C0007786,0.641,0.5,Relate to
120,GeneToDisease,C0024713,0.641,0.5,Relate to
120,GeneToDisease,C0149504,0.641,0.5,Relate to
120,GeneToDisease,C0154659,0.641,0.5,Relate to
120,GeneToDisease,C0235032,0.641,0.5,Relate to
120,GeneToDisease,C0338831,0.641,0.5,Relate to
120,GeneToDisease,C0917798,0.641,0.5,Relate to
120,GeneToDisease,C2751938,0.641,0.5,Relate to
120,GeneToDisease,C4310767,0.641,0.5,Relate to
123,GeneToDisease,C0015695,0.564,0.692,Relate to
123,GeneToDisease,C0024623,0.564,0.692,Relate to
123,GeneToDisease,C0038356,0.564,0.692,Relate to
123,GeneToDisease,C1708349,0.564,0.692,Relate to
123,GeneToDisease,C2711227,0.564,0.692,Relate to
124,GeneToDisease,C0001973,0.647,0.577,Relate to
124,GeneToDisease,C0400966,0.647,0.577,Relate to
124,GeneToDisease,C3241937,0.647,0.577,Relate to
125,GeneToDisease,C0001956,0.502,0.846,Relate to
125,GeneToDisease,C0001969,0.502,0.846,Relate to
125,GeneToDisease,C0001973,0.502,0.846,Relate to
125,GeneToDisease,C0007107,0.502,0.846,Relate to
125,GeneToDisease,C0007785,0.502,0.846,Relate to
125,GeneToDisease,C0009402,0.502,0.846,Relate to
125,GeneToDisease,C0009404,0.502,0.846,Relate to
125,GeneToDisease,C0014859,0.502,0.846,Relate to
125,GeneToDisease,C0023055,0.502,0.846,Relate to
125,GeneToDisease,C0026640,0.502,0.846,Relate to
125,GeneToDisease,C0028754,0.502,0.846,Relate to
125,GeneToDisease,C0031347,0.502,0.846,Relate to
125,GeneToDisease,C0033975,0.502,0.846,Relate to
125,GeneToDisease,C0085762,0.502,0.846,Relate to
125,GeneToDisease,C0153381,0.502,0.846,Relate to
125,GeneToDisease,C0153405,0.502,0.846,Relate to
125,GeneToDisease,C0279626,0.502,0.846,Relate to
125,GeneToDisease,C0349464,0.502,0.846,Relate to
